gov,gu,name,school,type,juso,student,class,x,y
강남,서초구,서울서래초등학교,초등학교, 공립,서울특별시 서초구 방배로 260 ,29.1,47,37.4843821,126.9957527
강남,서초구,서울서래초등학교병설유치원,유치원,공립,서울특별시 서초구 방배로 260 ,21,4,37.4843821,126.9957527
동작관악,동작구,서울신남성초등학교,초등학교, 공립,서울특별시 동작구 사당로 146 ,23.8,31,37.4843889,126.9718021
동작관악,동작구,서울신남성초등학교병설유치원,유치원,공립,서울특별시 동작구 사당로 146 ,23.3,3,37.4843889,126.9718021
동작관악,동작구,총신대부속유치원,유치원,사립,서울특별시 동작구 사당로 143 ,23.8,6,37.4843889,126.9718021
남부,구로구,꿀벌유치원,유치원,사립,서울특별시 구로구 디지털로27다길 15 ,25.8,5,37.4846873,126.8893187
강동송파,송파구,꿀벌유치원,유치원,사립,서울특별시 송파구 양산로8길 8 ,30,4,37.4846873,126.8893187
강남,강남구,대청중학교,중학교, 공립, 서울특별시 강남구 양재천로 321 ,33.2,33,37.4850002,127.050588
강남,강남구,서울대치초등학교,초등학교, 공립,서울특별시 강남구 양재천로 363 ,24.1,45,37.4850002,127.050588
남부,구로구,서울영일초등학교,초등학교, 공립,서울특별시 구로구 남부순환로105길 218 ,20.7,21,37.4851127,126.8837235
서울시,강남구,개포고등학교,고등학교, 일반고, 서울특별시 강남구 개포로 402 ,35.4,34,37.4851416,127.0586768
동작관악,관악구,서울남부초등학교,초등학교, 공립,서울특별시 관악구 남부순환로163길 14 ,21.8,33,37.485149,126.9212822
동작관악,관악구,서울신봉초등학교,초등학교, 공립,서울특별시 관악구 양녕로6나길 1 ,20.1,32,37.4851777,126.9501334
서울시,강남구,중산고등학교,고등학교, 일반고, 서울특별시 강남구 일원로14길 22 ,40,36,37.4852151,127.0813772
서울시,동작구,동작고등학교,고등학교, 일반고, 서울특별시 동작구 솔밭로 51 ,31.2,37,37.4854348,126.9681859
동작관악,동작구,서울행림초등학교,초등학교, 공립,서울특별시 동작구 솔밭로 47 ,20.2,20,37.4854348,126.9681859
서울시,송파구,문정고등학교,고등학교, 일반고, 서울특별시 송파구 송이로34길 62 ,30.8,34,37.4854378,127.1302869
강동송파,송파구,서울문덕초등학교,초등학교, 공립,서울특별시 송파구 송이로34길 60 ,22.3,25,37.4854378,127.1302869
강남,강남구,서울왕북초등학교,초등학교, 공립,서울특별시 강남구 광평로31길 74 ,23.2,25,37.485454,127.089687
중부,중구,리라유치원,유치원,사립,서울특별시 중구 소파로2길 7 ,20.9,10,37.48545885,127.0847856
강남,강남구,리라유치원,유치원,사립,서울특별시 강남구 광평로19길 15 ,20.5,4,37.48545885,127.0847856
동작관악,관악구,배꽃유치원,유치원,사립,서울특별시 관악구 봉천로29길 47 ,24.5,6,37.4855372,126.9401983
강남,강남구,서울개일초등학교,초등학교, 공립,서울특별시 강남구 개포로 401 ,26.1,30,37.4857103,127.0580384
강남,강남구,서울언주초등학교,초등학교, 공립,서울특별시 강남구 남부순환로363길 19 ,26.3,47,37.4857167,127.0378493
강남,강남구,서울언주초등학교병설유치원,유치원,공립,서울특별시 강남구 남부순환로 363길 19 ,23,3,37.4857167,127.0378493
강남,서초구,서울교육대학교부설초등학교,초등학교, 국립,서울특별시 서초구 서초중앙로 96 ,22.8,28,37.4858131,127.0157906
강남,서초구,여나유치원,유치원,사립,서울특별시 서초구 서초중앙로 200 ,22.5,6,37.4858131,127.0157906
강남,강남구,구룡중학교,중학교, 공립, 서울특별시 강남구 선릉로 103 ,29.9,33,37.48593955,127.0563607
강남,서초구,동우유치원,유치원,사립,서울특별시 서초구 명달로22길 24 ,25.4,5,37.4860233,127.0051913
서울시,서초구,서문여자고등학교,고등학교, 일반고, 서울특별시 서초구 동광로12길 84 ,39.7,40,37.4860561,126.9834405
강남,서초구,서문여자중학교,중학교, 사립, 서울특별시 서초구 동광로12길 84 ,30.2,29,37.4860561,126.9834405
동작관악,관악구,큰솔유치원,유치원,사립,서울특별시 관악구 관악로30길 12 ,23.3,7,37.4860668,126.959448
강남,서초구,서초중학교,중학교, 공립, 서울특별시 서초구 반포대로13길 48 ,27.8,31,37.4860758,127.0061502
강남,서초구,서울서일초등학교,초등학교, 공립,서울특별시 서초구 남부순환로339길 38 ,23.3,24,37.4861355,127.0226379
강남,서초구,서운중학교,중학교, 공립, 서울특별시 서초구 서운로 115 ,32.9,38,37.486148,127.0293757
강남,서초구,서울서이초등학교,초등학교, 공립,서울특별시 서초구 서운로 35 ,27.2,44,37.486148,127.0293757
강남,서초구,꿈나라유치원,유치원,사립,서울특별시 서초구 서운로 62 ,40,2,37.4862237,126.9135951
동작관악,관악구,꿈나라유치원,유치원,사립,서울특별시 관악구 난곡로 42 ,16.7,10,37.4862237,126.9135951
동작관악,동작구,상도중학교,중학교, 공립, 서울특별시 동작구 사당로2가길 72 ,28,21,37.4862308,126.9658665
동작관악,동작구,사당중학교,중학교, 공립, 서울특별시 동작구 사당로9가길 58 ,30.6,19,37.4863608,126.9695104
서울시,송파구,가락고등학교,고등학교, 일반고, 서울특별시 송파구 송이로 42 ,31.4,37,37.4864275,127.1337725
강동송파,송파구,가락중학교,중학교, 공립, 서울특별시 송파구 송이로 45 ,31.2,38,37.4864275,127.1337725
강동송파,송파구,서울신가초등학교,초등학교, 공립,서울특별시 송파구 송이로 75 ,24.1,39,37.4864275,127.1337725
서울시,강남구,은광여자고등학교,고등학교, 일반고, 서울특별시 강남구 남부순환로359길 36 ,39.5,36,37.4864592,127.0360848
강남,강남구,은성중학교,중학교, 사립, 서울특별시 강남구 남부순환로359길 36 ,33.7,15,37.4864592,127.0360848
남부,구로구,해길유치원,유치원,사립,서울특별시 구로구 연동로 303 ,18.3,7,37.486476,126.8236499
강남,서초구,서울방배초등학교,초등학교, 공립,서울특별시 서초구 방배중앙로13길 26 ,23.6,45,37.4866884,126.9878076
강남,서초구,서울방배초등학교병설유치원,유치원,공립,서울특별시 서초구 방배중앙로13길 26 ,26.7,3,37.4866884,126.9878076
남부,구로구,오남중학교,중학교, 공립, 서울특별시 구로구 오리로9길 25 ,30.5,28,37.48676195,126.8359393
동작관악,관악구,서울은천초등학교,초등학교, 공립,서울특별시 관악구 은천로 69 ,24.6,52,37.4868253,126.9475862
동작관악,관악구,서울은천초등학교병설유치원,유치원,공립,서울특별시 관악구 은천로 69 ,24.5,4,37.4868253,126.9475862
동작관악,관악구,해슬아유치원,유치원,사립,서울특별시 관악구 은천로 93 ,24.5,10,37.4868253,126.9475862
강남,서초구,서울방일초등학교,초등학교, 공립,서울특별시 서초구 방배로18길 52 ,24.4,36,37.4869269,126.9997712
강남,강남구,서울개포유치원,유치원,공립,서울특별시 강남구 영동대로3길 45 ,20.6,5,37.4869529,127.072235
강남,강남구,서울개포초등학교,초등학교, 공립,서울특별시 강남구 영동대로3길 45 ,14.8,14,37.4869529,127.072235
강남,서초구,새순유치원,유치원,사립,서울특별시 서초구 서초대로15길 57 ,17.5,4,37.4870361,126.9901215
강남,강남구,반디유치원,유치원,사립,서울특별시 강남구 광평로47길 17 ,29.8,4,37.4871225,127.1001529
성북,성북구,반디유치원,유치원,사립,서울특별시 성북구 성북로4길 52 ,24,3,37.4871225,127.1001529
서울시,관악구,서울관광고등학교,고등학교, 특성화고(직업), 서울특별시 관악구 은천로15길 25 ,25,33,37.4871313,126.9440621
중부,종로구,서울창신초등학교,초등학교, 공립,서울특별시 종로구 지봉로 73 ,21.7,39,37.57632277,127.0143886
중부,종로구,서울창신초등학교병설유치원,유치원,공립,서울특별시 종로구 지봉로 73  ,12,3,37.57632277,127.0143886
강남,강남구,소망유치원,유치원,사립,서울특별시 강남구 광평로56길 11 ,10.7,3,37.4871689,127.1035395
서울시,강남구,경기여자고등학교,고등학교, 일반고, 서울특별시 강남구 삼성로 29 ,39,43,37.487175,127.065613
남부,영등포구,서울영림초등학교,초등학교, 공립,서울특별시 영등포구 시흥대로173길 14 ,21.4,14,37.48718865,126.9027997
남부,영등포구,서울영림초등학교병설유치원,유치원,공립,서울특별시 영등포구 시흥대로173길 14 ,23.5,2,37.48718865,126.9027997
강동송파,송파구,서울문정초등학교,초등학교, 공립,서울특별시 송파구 문정로5길 20 ,24.3,46,37.4872584,127.1281538
동작관악,동작구,서울문창초등학교,초등학교, 공립,서울특별시 동작구 신대방 2길 14,21.8,37,37.4875949,126.9133919
남부,구로구,서울남유치원,유치원,사립,서울특별시 구로구 구로동로17길 37-4 ,23.8,5,37.4878312,126.8835433
동작관악,동작구,서울삼일초등학교,초등학교, 공립,서울특별시 동작구 사당로23나길 27 ,28,36,37.487846,126.9784437
서울시,구로구,유한공업고등학교,고등학교, 특성화고(직업), 서울특별시 구로구 경인로 8 ,24.8,24,37.487907,126.8230171
남부,구로구,개웅중학교,중학교, 공립, 서울특별시 구로구 개봉로11길 81 ,31.3,35,37.4879252,126.8535012
남부,구로구,서울개웅초등학교,초등학교, 공립,서울특별시 구로구 개봉로11길 98 ,23.7,31,37.4879252,126.8535012
강남,강남구,경기유치원,유치원,사립,서울특별시 강남구 삼성로 14 ,24.5,4,37.4881031,127.0666391
강남,강남구,선경유치원,유치원,사립,서울특별시 강남구 삼성로 151 ,18.7,3,37.4881031,127.0666391
성동광진,광진구,선경유치원,유치원,사립,서울특별시 광진구 뚝섬로66길 14  ,26.2,6,37.4881031,127.0666391
강남,강남구,진성유치원,유치원,사립,서울특별시 강남구 삼성로 11 ,16,3,37.4881031,127.0666391
동작관악,동작구,서울남성초등학교,초등학교, 공립,서울특별시 동작구 사당로23길 57-14 ,22.6,27,37.4882419,126.9726631
동작관악,동작구,서울남성초등학교병설유치원,유치원,공립,서울특별시 동작구 사당로23길 57-14 ,23.3,3,37.4882419,126.9726631
서울시,강남구,대진디자인고등학교,고등학교, 특성화고(직업), 서울특별시 강남구 광평로39길 93 ,24.1,27,37.4883754,127.0983424
강동송파,송파구,거원중학교,중학교, 공립, 서울특별시 송파구 양산로2길 30 ,32.8,26,37.4884261,127.1443866
강동송파,송파구,서울거원초등학교,초등학교, 공립,서울특별시 송파구 양산로2길 26 ,25.6,53,37.4884261,127.1443866
강동송파,송파구,아주유치원,유치원,사립,서울특별시 송파구 양산로2길 38 ,25,4,37.4884261,127.1443866
서울시,강남구,서울세종고등학교,고등학교, 일반고, 서울특별시 강남구 광평로51길 36 ,34,34,37.4884739,127.1035298
강남,강남구,서울수서초등학교,초등학교, 공립,서울특별시 강남구 광평로51길 46 ,18.2,20,37.4884739,127.1035298
강남,강남구,서울수서초등학교병설유치원,유치원,공립,서울특별시 강남구 광평로51길 46 ,23.3,3,37.4884739,127.1035298
서부,마포구,돌샘유치원,유치원,사립,서울특별시 마포구 백범로37길 12 ,30,6,37.4884808,127.0725015
강동송파,강동구,돌샘유치원,유치원,사립,서울특별시 강동구 고덕로 131 ,26.3,8,37.4884808,127.0725015
강남,강남구,돌샘유치원,유치원,사립,서울특별시 강남구 개포로 516 ,20.9,7,37.4884808,127.0725015
강동송파,송파구,서울가원초등학교,초등학교, 공립,서울특별시 송파구 중대로4길 8 ,22.8,29,37.4884844,127.112549
강남,강남구,중동중학교,중학교, 사립, 서울특별시 강남구 일원로8길 37 중동중학교,29.7,30,37.48873825,127.0782333
남부,구로구,서울영서초등학교,초등학교, 공립,서울특별시 구로구 도림로20길 57 ,25.5,38,37.4887813,126.8930896
남부,구로구,서울영서초등학교병설유치원,유치원,공립,서울특별시 구로구 도림로20길 57 ,23.3,3,37.4887813,126.8930896
남부,구로구,영서중학교,중학교, 공립, 서울특별시 구로구 도림로20길 35 ,29.5,37,37.4887813,126.8930896
남부,구로구,신도유치원,유치원,사립,서울특별시 구로구 구일로2길 45 ,25.7,3,37.4889978,126.8777465
동작관악,동작구,서울문창초등학교병설유치원,유치원,공립,서울특별시 동작구 신대방2길 14 ,22.7,3,37.4890252,126.9118013
동작관악,관악구,은비유치원,유치원,사립,서울특별시 관악구 청림5길 22 ,8.4,11,37.4890336,126.959786
동작관악,관악구,남서울유치원,유치원,사립,서울특별시 관악구 양녕로 4 ,19.9,10,37.4891124,126.9460639
동작관악,동작구,송림유치원,유치원,사립,서울특별시 동작구 사당로2다길 95 ,23,4,37.4891894,126.9631712
서울시,서초구,서초고등학교,고등학교, 일반고, 서울특별시 서초구 반포대로27길 29 ,33.3,37,37.48922565,127.0060444
동작관악,관악구,서울구암초등학교,초등학교, 공립,서울특별시 관악구 구암길 1 ,31.9,61,37.48938685,126.9474546
강남,강남구,서울일원초등학교,초등학교, 공립,서울특별시 강남구 영동대로4길 20 ,25.1,34,37.48944245,127.0764023
남부,구로구,서울오류남초등학교,초등학교, 공립,서울특별시 구로구 서해안로 24길 22 ,24.8,43,37.4895512,126.838504
서울시,관악구,당곡고등학교,고등학교, 자율고, 서울특별시 관악구 봉천로21길 108 ,28.2,36,37.4896784,126.9342441
강남,강남구,일원유치원,유치원,사립,서울특별시 강남구 영동대로4길 17 ,30,3,37.4898528,127.0757146
남부,금천구,럭키유치원,유치원,사립,서울특별시 금천구 시흥대로47길 43 ,17.9,8,37.48995,127.039247
강남,강남구,럭키유치원,유치원,사립,서울특별시 강남구 논현로 213 ,23.3,6,37.48995,127.039247
